URL,UrlLength,isornotHttps,KeywordAppearTimes,CryptFunctionAppearTimes,DynamicFunctionAppearTimes,CPUlimits,Label
https://www.amazon.ca/,22,1,0,0,0,0,1
https://www.momoshop.com.tw/index.html,38,1,0,0,0,0,1
https://www.skype.com/en/,25,1,0,0,0,1,1
https://feedly.com/,19,1,0,2,2,1,1
https://www.hola.com/,21,1,0,0,0,1,1
https://www.oracle.com/,23,1,0,0,0,1,1
https://line.me/en/,19,1,0,0,0,0,1
https://www.cnblogs.com/,24,1,0,0,0,0,1
https://flickr.com/,19,1,0,2,2,1,1
https://eu.usatoday.com/,24,1,0,5,5,1,1
https://www.theepochtimes.com/,30,1,0,0,0,1,1
https://www.ibm.com/uk-en,25,1,0,0,0,0,1
https://www.behance.net/,24,1,0,12,12,1,1
https://wordpress.org/,22,1,0,0,0,0,1
https://www.uptodown.com/,25,1,0,0,0,0,1
https://www.okta.com/uk/?ir=1,29,1,0,0,0,0,1
https://uk.banggood.com/en/?BGtranslation_ab=1&akmClientCountry=GB&a=1683534181.5255,84,1,0,0,0,0,1
https://www.capitalone.com/,27,1,0,4,4,1,1
https://www.zoho.com/en-uk/,27,1,0,0,0,0,1
https://www.mit.edu/,20,1,0,0,0,0,1
https://zoom.us/,16,1,0,0,0,1,1
http://rarbg.to/index80.php,27,1,0,0,0,1,1
https://www.manoramaonline.com/,31,1,0,4,4,1,1
https://bleacherreport.com/,27,1,0,1,1,1,1
https://www.marca.com/,22,1,0,0,0,1,1
https://www.samsung.com/uk/,27,1,0,0,0,1,1
