URL,UrlLength,isornotHttps,KeywordAppearTimes,CryptFunctionAppearTimes,DynamicFunctionAppearTimes,CPUlimits,Label
https://www.google.com/?gws_rd=ssl,34,1,0,0,0,1,1
https://m.facebook.com/?_rdr,28,1,0,37,0,0,1
https://www.wikipedia.org/,26,1,0,0,0,1,1
https://www.google.co.in/?gws_rd=ssl,36,1,0,0,0,1,1
https://www.qq.com/,19,1,0,0,0,0,1
https://world.taobao.com/,25,1,0,15,15,1,1
https://www.amazon.com/,23,1,0,1,1,1,1
https://www.instagram.com/,26,1,0,276,0,0,1
https://www.sohu.com/,21,1,0,0,0,1,1
https://global.jd.com/,22,1,0,0,0,0,1
https://passport.weibo.com/visitor/visitor?entry=miniblog&a=enter&url=https%3A%2F%2Fweibo.com%2F&domain=weibo.com&ua=Mozilla%2F5.0%20%28Windows%20NT%206.0%29%20AppleWebKit%2F537.36%20%28KHTML%2C%20like%20Gecko%29%20Chrome%2F34.0.1847.116%20Safari%2F537.36&_rand=1684028031472&sudaref=,284,1,0,0,0,1,1
https://www.360.cn/,19,1,0,0,0,1,1
https://www.google.de/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.google.co.uk/?gws_rd=ssl,36,1,0,0,0,1,1
https://www.linkedin.com/,25,1,0,0,0,0,1
https://login.tmall.com/,24,1,0,8,8,1,1
https://www.google.ru/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.netflix.com/gb/,27,1,0,0,0,0,1
https://www.google.it/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.google.com.hk/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.twitch.tv/,22,1,0,0,0,1,1
https://www.google.com.mx/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.office.com/,23,1,0,6,0,0,1
https://www.pornhub.com/,24,1,0,68,68,1,1
https://www.google.ca/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.alipay.com/,23,1,0,0,0,1,1
https://www.microsoft.com/en-gb/,32,1,0,0,0,0,1
http://www.xvideos.com/,23,1,0,0,0,0,1
https://www.ebay.com/,21,1,0,3,0,0,1
http://www.bing.com/,20,1,0,0,0,1,1
https://www.msn.com/en-gb/,26,1,0,0,0,1,1
https://ok.ru/,14,1,0,0,0,1,1
https://wordpress.com/,22,1,0,0,0,1,1
https://www.aliexpress.com/,27,1,0,8,8,1,1
https://stackoverflow.com/,26,1,0,0,0,1,1
https://www.csdn.net/,21,1,0,2,0,0,1
https://www.imdb.com/,21,1,0,0,0,1,1
https://www.whatsapp.com/,25,1,0,36,0,0,1
https://github.com/,19,1,0,1,0,0,1
https://www.google.com.tr/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.google.com.au/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.tumblr.com/,23,1,0,0,0,0,1
https://www.google.com.tw/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.amazon.co.jp/,25,1,0,0,0,1,1
https://www.paypal.com/uk/home,30,1,0,0,0,1,1
https://www.google.co.id/?gws_rd=ssl,36,1,0,0,0,1,1
https://www.apple.com/,22,1,0,0,0,0,1
http://soso.com/,16,1,0,0,0,0,1
https://www.livejasmin.com/en/girls/,36,1,0,0,0,0,1
https://www.google.com.ar/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.youth.cn/,21,1,0,0,0,1,1
https://www.dropbox.com/,24,1,0,0,0,1,1
https://www.amazon.de/,22,1,0,0,0,1,1
https://www.google.co.th/?gws_rd=ssl,36,1,0,0,0,1,1
https://coccoc.com/,19,1,0,0,0,0,1
https://www.google.com.eg/?gws_rd=ssl,37,1,0,0,0,1,1
http://xinhuanet.com/,21,1,0,0,0,0,1
http://www.xnxx.com/,20,1,0,0,0,0,1
https://www.amazon.co.uk/,25,1,0,0,0,1,1
https://www.google.com.sa/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.amazon.in/,22,1,0,1,1,1,1
https://www.google.nl/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.bbc.co.uk/,22,1,0,0,0,0,1
http://thestartmagazine.com/feed/summary,40,1,0,0,0,1,1
https://www.google.com.ua/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.booking.com/,24,1,0,18,18,1,1
https://www.mozilla.org/en-US/,30,1,0,0,0,0,1
https://www.bbc.com/,20,1,0,0,0,1,1
https://www.google.com.pk/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.google.co.ve/?gws_rd=ssl,36,1,0,0,0,1,1
https://www.detik.com/,22,1,0,0,0,1,1
https://chaturbate.com/,23,1,0,24,24,1,1
https://www.nytimes.com/,24,1,0,0,0,1,1
https://www.aparat.com/,23,1,0,0,0,1,1
https://www.google.co.ao/?gws_rd=ssl,36,1,0,0,0,1,1
https://stackexchange.com/,26,1,0,0,0,0,1
https://www.naver.com/,22,1,0,0,0,1,1
https://www.ebay.de/,20,1,0,1,0,0,1
https://www.ask.com/,20,1,0,0,0,1,1
https://www.theguardian.com/uk,30,1,0,12,12,1,1
https://www.zhihu.com/signin?next=%2F,37,1,0,0,0,0,1
https://www.google.com.ph/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.vice.com/en,23,1,0,0,0,1,1
https://www.chase.com/,22,1,0,0,0,0,1
https://www.dailymotion.com/,28,1,0,0,0,1,1
https://www.google.az/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.ebay.co.uk/,23,1,0,2,0,0,1
https://www.google.be/?gws_rd=ssl,33,1,0,0,0,1,1
https://www.ettoday.net/,24,1,0,1,0,0,1
https://fc2.com/,16,1,0,0,0,0,1
https://www.flipkart.com/,25,1,0,0,0,0,1
https://www.cnet.com/,21,1,0,0,0,1,1
https://www.google.com.co/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.google.com.vn/?gws_rd=ssl,37,1,0,0,0,1,1
https://www.slideshare.net/,27,1,0,0,0,0,1
https://www.mama.cn/,20,1,0,0,0,1,1
https://steamcommunity.com/,27,1,0,0,0,0,1
http://www.babytree.com/baby202208_index/,41,1,0,0,0,0,1
http://www.china.com.cn/,24,1,0,0,0,0,1
https://www.douyu.com/,22,1,0,0,0,0,1
https://www.w3schools.com/,26,1,0,0,0,1,1
https://www.alibaba.com/,24,1,0,8,8,1,1
