,URL,UrlLength,isornotHttps,KeywordAppearTimes,CryptFunctionAppearTimes,DynamicFunctionAppearTimes,CPUlimits,Label
97,http://www.babytree.com/baby202208_index/,41,1,0,0,0,0,1
98,http://www.china.com.cn/,24,1,0,0,0,0,1
99,https://www.douyu.com/,22,1,0,0,0,0,1
100,https://www.w3schools.com/,26,1,0,0,0,1,1
101,https://www.alibaba.com/,24,1,0,8,8,1,1
102,https://www.google.com.ng/?gws_rd=ssl,37,1,0,0,0,1,1
103,https://www.google.at/?gws_rd=ssl,33,1,0,0,0,1,1
104,https://slack.com/intl/en-gb/,29,1,0,2,2,1,1
105,https://www.intuit.com/,23,1,0,0,0,0,1
106,https://www.buzzfeed.com/uk,27,1,0,0,0,1,1
107,https://www.messenger.com/,26,1,0,37,0,0,1
108,https://www.etsy.com/,21,1,0,0,0,1,1
109,https://wetransfer.com/,23,1,0,0,0,0,1
110,https://www.google.ro/?gws_rd=ssl,33,1,0,0,0,1,1
111,https://www.google.com.pe/?gws_rd=ssl,37,1,0,0,0,1,1
112,https://www.wikihow.com/Main-Page,33,1,0,2,2,1,1
113,https://www.google.no/?gws_rd=ssl,33,1,0,0,0,1,1
114,https://rumble.com/,19,1,0,0,0,1,1
115,http://sogou.com/,17,0,0,0,0,0,1
116,https://www.google.ch/?gws_rd=ssl,33,1,0,0,0,1,1
117,https://www.google.pt/?gws_rd=ssl,33,1,0,0,0,1,1
118,https://onlinevideoconverter.com/,33,1,0,0,0,0,1
119,https://www.google.ae/?gws_rd=ssl,33,1,0,0,0,1,1
120,https://trello.com/,19,1,0,0,0,0,1
121,https://www.scribd.com/,23,1,0,0,0,1,1
122,http://people.com.cn/,21,0,0,0,0,1,1
123,https://www.amazon.it/,22,1,0,0,0,1,1
124,http://caijing.com.cn/,22,0,0,0,0,1,1
125,https://store.steampowered.com/,31,1,0,0,0,1,1
126,https://www.google.cl/?gws_rd=ssl,33,1,0,0,0,1,1
127,https://www.walmart.com/,24,1,0,0,0,0,1
128,https://www.amazon.fr/,22,1,0,0,0,1,1
129,https://www.thesaurus.com/,26,1,0,0,0,0,1
130,https://www.redtube.com/,24,1,0,48,48,1,1
131,https://hclips.com/,19,1,0,6,6,1,1
132,https://www.bet9ja.com/,23,1,0,0,0,0,1
133,http://chinadaily.com.cn/,25,0,0,0,0,0,1
134,https://www.indiatimes.com/,27,1,0,1,0,0,1
135,https://gfycat.com/,19,1,0,2,0,0,1
136,https://www.wikimedia.org/,26,1,0,0,0,0,1
137,https://www.forbes.com/,23,1,0,2,2,1,1
138,https://www.bankofamerica.com/,30,1,0,0,0,0,1
139,https://weather.com/en-GB/weather/today/l/UKXX0085:1:UK?Goto=Redirected,71,1,0,0,0,1,1
140,https://www.1688.com/,21,1,0,15,15,1,1
141,https://www.blackboard.com/,27,1,0,0,0,1,1
142,http://archive.org/,19,0,0,0,0,0,1
143,http://eastday.com/,19,0,0,0,0,1,1
144,https://www.huanqiu.com/,24,1,0,0,0,0,1
145,https://telegram.org/,21,1,0,0,0,0,1
146,https://www.tistory.com/,24,1,0,0,0,0,1
147,https://www.leagueoflegends.com/,32,1,0,4,4,1,1
148,https://www.researchgate.net/,29,1,0,0,0,0,1
149,https://www.google.ie/?gws_rd=ssl,33,1,0,0,0,1,1
150,https://www.youporn.com/,24,1,0,37,37,1,1
151,http://china.com/,17,0,0,0,0,0,1
152,https://www.google.dk/?gws_rd=ssl,33,1,0,0,0,1,1
153,https://patria.org.ve/,22,1,0,0,0,0,1
154,http://www.k618.cn/,19,0,0,0,0,0,1
155,https://www.wellsfargo.com/,27,1,0,0,0,0,1
156,https://www.tripadvisor.com/,28,1,0,0,0,0,1
157,https://www.blastingnews.com/,29,1,0,0,0,1,1
158,https://www.bilibili.com/,25,1,0,0,0,0,1
159,http://www.newstrend.news/,26,0,0,0,0,0,1
160,https://www.breitbart.com/,26,1,0,4,4,1,1
161,https://www.amazon.es/,22,1,0,0,0,1,1
162,https://www.google.fi/?gws_rd=ssl,33,1,0,0,0,1,1
163,http://www.rednet.cn/index.html,31,0,0,0,0,0,1
164,https://www.freepik.com/,24,1,0,0,0,0,1
165,https://kakaku.com/,19,1,0,0,0,1,1
166,https://www.gamespot.com/,25,1,0,4,4,1,1
167,https://www.ikea.com/,21,1,0,195,195,1,1
168,https://www.instructure.com/,28,1,0,0,0,1,1
169,https://www.google.co.il/?gws_rd=ssl,36,1,0,0,0,1,1
170,https://www.gmx.net/,20,1,0,0,0,0,1
171,https://www.varzesh3.com/,25,1,0,0,0,0,1
172,http://sberbank.ru/,19,0,0,0,0,1,1
173,https://web.de/,15,1,0,0,0,1,1
174,https://www.amazon.cn/,22,1,0,0,0,1,1
175,https://www.google.sk/?gws_rd=ssl,33,1,0,0,0,1,1
176,https://mailchimp.com/en-gb/,28,1,0,0,0,0,1
177,https://allegro.pl/,19,1,0,0,0,0,1
178,https://www.haber7.com/,23,1,0,0,0,1,1
179,https://ameblo.jp/,18,1,0,20,0,0,1
180,http://kinopoisk.ru/showcaptcha?cc=1&mt=2A7C74FA1FCB653650AFD4D88C625BC5806A2CF971318947DB48FD4BBC6E076D6E13&retpath=aHR0cDovL2tpbm9wb2lzay5ydS8__600a761072ba04da5cf7f10cc1f5945d&t=2/1682790091/07b56322b57690512c3583400c3abaf9&u=31156c03-9963cf6f-bd592a22-8583d4cc&s=0a05ccfbe9eb7ba50c2dbc82c6f1e2cf,299,0,0,0,0,0,1
181,https://www.rt.com/,19,1,0,0,0,1,1
182,https://www.theverge.com/,25,1,0,4,0,0,1
183,https://www.google.kz/?gws_rd=ssl,33,1,0,0,0,1,1
184,http://zippyshare.com/,22,0,0,0,0,0,1
185,https://www.businessinsider.com/?r=US&IR=T,42,1,0,0,0,1,1
186,https://www.goodreads.com/,26,1,0,0,0,0,1
187,https://duckduckgo.com/,23,1,0,0,0,0,1
188,https://www.amazon.ca/,22,1,0,0,0,0,1
189,https://www.momoshop.com.tw/index.html,38,1,0,0,0,0,1
190,https://www.skype.com/en/,25,1,0,0,0,1,1
191,https://feedly.com/,19,1,0,2,2,1,1
192,https://www.hola.com/,21,1,0,0,0,1,1
193,https://www.oracle.com/,23,1,0,0,0,1,1
194,https://line.me/en/,19,1,0,0,0,0,1
195,https://www.cnblogs.com/,24,1,0,0,0,0,1
196,https://flickr.com/,19,1,0,2,2,1,1
197,https://eu.usatoday.com/,24,1,0,5,5,1,1
198,https://www.theepochtimes.com/,30,1,0,0,0,1,1
199,https://www.ibm.com/uk-en,25,1,0,0,0,0,1
200,https://www.behance.net/,24,1,0,12,12,1,1
201,https://wordpress.org/,22,1,0,0,0,0,1
202,https://www.uptodown.com/,25,1,0,0,0,0,1
203,https://www.okta.com/uk/?ir=1,29,1,0,0,0,0,1
204,https://uk.banggood.com/en/?BGtranslation_ab=1&akmClientCountry=GB&a=1683534181.5255,84,1,0,0,0,0,1
205,https://www.capitalone.com/,27,1,0,4,4,1,1
206,https://www.zoho.com/en-uk/,27,1,0,0,0,0,1
207,https://www.mit.edu/,20,1,0,0,0,0,1
208,http://apac.com.tw/,19,0,1,0,0,0,0
209,https://flirt.zone/,19,1,0,0,0,0,0
210,https://my-sexy-place.com/,26,1,0,0,0,0,0
211,https://threesixty360.wordpress.com/,36,1,0,2,0,0,0
212,https://fun-chat.com/,21,1,0,0,0,0,0
213,https://sexymaus.com/,21,1,0,0,0,0,0
214,https://bdsm-chat.info/,23,1,0,0,0,0,0
215,http://proxy.ws/,16,0,0,0,0,0,0
216,https://coinrotation.com/,25,1,1,0,0,1,0
217,https://coins4days.com/,23,1,2,0,0,0,0
218,http://tublogdearquitectura.com/,32,0,3,0,0,0,0
219,http://patrickdamiaens.be/,26,0,2,0,0,0,0
220,http://www.archiepanjabi.com/,29,0,3,0,0,0,0
221,http://youssef-rabbaoui.de/,27,0,3,0,0,0,0
222,http://fonts4web.ru/,20,0,3,0,0,0,0
223,http://emoticonfun.org/,23,0,3,1,0,0,0
224,http://howtolamp.com/,21,0,0,0,0,0,0
225,https://peeseaw.blogspot.com/,29,1,3,0,0,0,0
226,http://psystems.gr/,19,0,0,0,0,0,0
227,http://senior-formation.com/,28,0,3,0,0,0,0
228,https://slovenskyviral.com/,27,1,3,1,1,1,0
229,http://findgiveaways.blogspot.com/,34,0,2,1,1,1,0
230,http://mobi-skidka.com/,23,0,3,4,4,1,0
231,https://ozonegroup.com/,23,1,1,0,0,1,0
232,https://www.antmauditions.com/,30,1,1,0,0,1,0
233,http://imagepost.ru/,20,0,2,0,0,0,0
234,http://somastudio.ir/,21,0,2,0,0,0,0
235,http://digiflake.com/,21,0,2,0,0,0,0
236,http://parsfanal-w.com/,23,0,0,0,0,0,0
237,https://vashanoi.edu.vn/,24,1,4,0,0,0,0
238,http://ebesucher-klicker.de/,28,0,0,0,0,1,0
239,http://www.mysalamat.ir/,24,0,1,0,0,1,0
240,https://pc-lover.com/,21,1,1,0,0,0,0
241,http://okthaiprop.com/,22,0,1,0,0,1,0
242,https://www.antmauditions.com/,30,1,1,0,0,1,0
243,http://ebesucher-klicker.de/,28,0,0,0,0,1,0
244,http://datadesing.com/,22,0,0,0,0,0,0
245,http://camerahacker.com/,24,0,0,0,0,0,0
246,http://char7nas-1er.blogspot.com/,33,0,3,4,4,1,0
247,http://www.atk-exotics.com/,27,0,3,0,0,1,0
248,http://directlstk.ru/,21,0,0,0,0,0,0
249,http://rosmolgrant.ru/,22,0,0,0,0,0,0
250,http://technoarms.ru/,21,0,3,0,0,0,0
251,https://csubakka.hu/,20,1,1,1,1,1,0
252,https://www.stardome.gr/,24,1,1,1,0,0,0
253,https://uceleu.ru/,18,1,0,2,0,0,0
254,http://www.achieverapps.com/,28,0,2,0,0,1,0
255,http://androdoctor.blogspot.com/,32,0,2,0,0,1,0
256,https://rangkumanberbagaipengetahuan.blogspot.com/,50,1,2,0,0,0,0
257,https://dubplate.fm/,20,1,1,1,1,1,0
258,http://stroitelnye-materialy-v-sankt-peterburge.ru/,51,0,2,0,0,0,0
259,http://fizika.rs/,17,0,2,0,0,0,0
260,http://tublogdearquitectura.com/,32,0,3,0,0,0,0
261,http://patrickdamiaens.be/,26,0,2,0,0,0,0
262,http://www.archiepanjabi.com/,29,0,3,0,0,0,0
263,http://youssef-rabbaoui.de/,27,0,3,0,0,0,0
264,http://fonts4web.ru/,20,0,3,0,0,0,0
265,http://howtolamp.com/,21,0,0,0,0,0,0
266,http://senior-formation.com/,28,0,3,0,0,0,0
267,http://mobi-skidka.com/,23,0,3,4,4,1,0
268,https://galoremag.com/,22,1,1,1,1,1,0
269,https://www.rambler.ru/,23,1,1,2,2,1,0
270,http://ecocollaps.ru/,21,0,0,0,0,0,0
271,https://www.buhscheta.ru/,25,1,1,1,0,0,0
272,https://hollowprestige.com/,27,1,1,0,0,0,0
273,http://emoticonfun.org/,23,0,3,1,0,0,0
274,https://peeseaw.blogspot.com/,29,1,3,0,0,0,0
275,http://psystems.gr/,19,0,0,0,0,0,0
276,https://slovenskyviral.com/,27,1,3,1,1,1,0
277,http://findgiveaways.blogspot.com/,34,0,2,1,1,1,0
278,https://medicinarf.ru/,22,1,2,0,0,0,0
279,https://www.quibitcoin.it/,26,1,1,1,0,0,0
280,http://poweraudio.ro/,21,0,0,0,0,0,0
281,https://recetamojito.info/,26,1,0,0,0,0,0
282,http://www.latrecut.ro/,23,0,0,3,0,0,0
283,https://www.exclusivnews.ro/,28,1,0,0,0,1,0
284,https://www.reclamatiibanci.ro/,31,1,0,1,0,0,0
285,https://bigfuck.tv/,19,1,0,0,0,0,0
286,https://profidelta.com.hk/,26,1,0,1,0,0,0
287,https://www.4m.com.tr/,22,1,0,0,0,0,0
288,https://take-profit.org/,24,1,0,0,0,1,0
289,https://sibal-auto.ru/,22,1,0,0,0,0,0
290,https://kuzparts.ru/,20,1,0,0,0,0,0
291,https://avtozapshop.ru/,23,1,0,0,0,0,0
292,https://avtoshop.pro/,21,1,0,1,0,0,0
293,https://vagparts.ru/,20,1,0,0,0,0,0
294,https://autowest.by/,20,1,0,0,0,0,0
295,https://car-fast.ru/,20,1,0,0,0,0,0
296,http://a-moe.ru/,16,0,0,0,0,0,0
297,https://giper-parts.ru/,23,1,0,0,0,0,0
298,https://kat36.ru/,17,1,0,0,0,0,0
299,https://auto-sklad.com/,23,1,0,0,0,0,0
300,https://nikamoto.com/,21,1,0,1,0,0,0
301,https://autolife42.ru/,22,1,0,1,0,0,0
302,https://avtomakc.ru/,20,1,0,0,0,0,0
303,https://mystore1.ru/,20,1,0,0,0,0,0
304,https://dd-auto.ru/,19,1,0,0,0,0,0
305,https://autosfera-nn.com/,25,1,0,0,0,0,0
306,https://top-detal.ru/,21,1,0,1,0,0,0
307,https://mymazdaparts.ru/,24,1,0,0,0,1,0
308,http://www.yemalilar.com/,25,0,1,0,0,1,0
309,http://cryptomundo.com/,23,0,1,1,0,0,0
310,https://autoscaner.com.ua/,26,1,1,0,0,0,0
311,https://bizman-invest.com/,26,1,0,0,0,1,0
312,https://www.antmauditions.com/,30,1,1,0,0,1,0
313,https://konin24.info/,21,1,1,1,1,1,0
314,https://www.777s.me/,20,1,1,0,0,0,0
315,http://serialdownload.rozblog.com/,34,0,2,0,0,0,0
316,http://ecocollaps.ru/,21,0,0,0,0,0,0
317,https://www.logo.com.tr/,24,1,0,0,0,0,0
318,http://analytics.blue/,22,0,7,0,0,1,0
319,https://kmgus.com/,18,1,0,44,44,1,0
320,https://nowherelan.com/,23,1,0,0,0,0,0
321,http://datainnovations.com/,27,0,0,0,0,0,0
322,https://damgoodadmin.com/,25,1,0,0,0,0,0
323,https://themarketingsquad.com/,30,1,0,0,0,1,0
324,http://www.sudokubyzol.com/,27,0,1,0,0,0,0
325,http://ww82.ledhenone.com/,26,0,7,0,0,1,0
326,http://cpufan.club/,19,0,9,0,0,0,0
327,http://ww38.cryptobara.com/,27,0,7,0,0,1,0
328,http://videowow.tv/,19,0,2,1,0,0,0
329,http://foodhope.com/,20,0,0,0,0,0,0
330,https://amamarine.co.th/,24,1,3,1,0,0,0
331,https://familytube.online/,26,1,1,0,0,1,0
332,http://www.ekonomianaliz.com/,29,0,1,0,0,0,0
333,https://trypolball.com/,23,1,1,1,0,0,0
334,http://www.english-trainer.net/,31,0,0,0,0,0,0
335,https://colleencollection.com.au/,33,1,1,0,0,0,0
336,https://lanchuangclub.com/,26,1,1,0,0,0,0
337,http://datacenter-digiarty.com/,31,0,1,1,0,0,0
338,http://kingfung.com/,20,0,0,0,0,1,0
339,https://fishingua.com/,22,1,0,0,0,0,0
340,http://myscorebet.ru/,21,0,1,0,0,1,0
341,http://russiannurse.ru/,23,0,2,0,0,1,0
342,https://vashatolstovka.ru/,26,1,1,0,0,0,0
343,https://dtsilicone.net/,23,1,1,0,0,0,0
344,https://bannerreklama.ru/,25,1,1,14,0,0,0
345,http://bewaslac.com/,20,0,7,0,0,1,0
346,http://imagepost.ru/,20,0,2,0,0,0,0
347,https://seinfeld-episode.blogspot.com/,38,1,1,1,0,0,0
348,http://rubanmag.com/,20,0,0,0,0,1,0
349,http://mashonline.blogspot.com/,31,0,1,1,0,0,0
350,http://indie-mag.com/,21,0,1,0,0,0,0
351,https://www.thctalk.com/cannabis-forum/index.php,48,1,1,9,0,0,0
352,http://mov3.co/,15,0,1,0,0,0,0
353,http://educatenepal.com/,24,0,1,1,1,1,0
354,http://www.indocyber.link/,26,0,1,0,0,1,0
355,https://www.prachakij.com/,26,1,0,0,0,0,0
356,https://www.urquellwasser.eu/,29,1,1,0,0,0,0
357,http://www.atk-exotics.com/,27,0,3,0,0,1,0
358,https://www.grupobancolombia.com/,33,1,0,0,0,1,0
359,http://www.romafaschifo.com/,28,0,0,1,0,0,0
360,https://www.amnesty.it/,23,1,0,7,0,0,0
361,https://www.ingalera.it/,24,1,0,0,0,1,0
362,http://www.carloneworld.it/,27,0,0,0,0,0,0
363,https://lanuovaumanita.net/,27,1,0,0,0,0,0
364,http://www.igz.it/,18,0,0,0,0,0,0
365,https://www.tuttocalciocampano.it/,34,1,0,0,0,0,0
366,https://wide.it//,17,1,0,0,0,0,0
367,https://newslist.it/,20,1,0,0,0,0,0
368,http://robot-capital.com/,25,0,0,0,0,0,0
369,https://www.ilsudonline.it/,27,1,0,1,0,0,0
370,https://ilportiere.com/,23,1,0,0,0,0,0
371,https://kosmosol.it/,20,1,0,2,0,0,0
372,https://www.buoni-pasto.it/,27,1,0,0,0,0,0
373,https://www.historiaregni.it/,29,1,0,0,0,0,0
374,https://iorifletto.wordpress.com/,33,1,0,2,0,0,0
375,https://www.linkedbusiness.it/,30,1,0,0,0,1,0
376,http://www.suffermagazine.com/,30,0,0,0,0,1,0
377,https://www.futbolmallorca.com/,31,1,0,1,1,1,0
378,https://experimentemos.wordpress.com/,37,1,4,2,0,0,0
379,http://mcfc-fan.ru/,19,0,1,0,0,1,0
380,http://karaotecamidi.blogspot.com/,34,1,1,1,1,1,0
381,https://www.rednubes.de/,24,1,1,0,0,0,0
382,http://www.space-forums.net/,28,0,1,0,0,0,0
383,http://www.space-blogs.net/,27,0,1,0,0,0,0
384,https://firmat24.com.ar/,24,1,1,1,0,0,0
385,https://onsoni.blogspot.com/,28,1,1,0,0,1,0
386,http://owl.ru/,14,0,1,0,0,0,0
387,http://leasedadspace.com/,25,0,0,0,0,0,0
388,https://www.io-media.com/,25,1,2,20,0,0,0
389,http://wtis.cn/,15,0,2,0,0,0,0
390,https://rus-liter.ru/,21,1,1,2,0,0,0
391,http://easygames.su/,20,0,1,4,0,0,0
392,http://lovingorphansglobal.org/,31,0,1,0,0,0,0
393,http://mcflending.net/,22,0,1,0,0,0,0
394,http://moddidaypeople.com/,26,0,0,0,0,0,0
395,http://camerahacker.com/,24,0,0,0,0,0,0
396,http://char7nas-1er.blogspot.com/,33,0,3,4,4,1,0
397,http://directlstk.ru/,21,0,3,8,8,1,0
398,https://www.rednubes.de/,24,1,1,0,0,0,0
399,http://www.space-forums.net/,28,0,1,0,0,0,0
